shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
178_3_DESC_shp,38.74226320,-9.19951140,262,4927
201_2_DESC_shp,38.74258540,-9.16647410,524,9639
221_0_CIRC_shp,38.70686590,-9.20552750,202,4990
178_3_ASC_shp,38.73639950,-9.20555430,262,5943
204_4_ASC_shp,38.71322260,-9.12282900,334,7790
204_4_DESC_shp,38.69722840,-9.20115310,334,8096
209_0_CIRC_shp,38.76839770,-9.12048390,444,7569
171_3_DESC_shp,38.70902480,-9.13617730,537,10627
171_3_ASC_shp,38.71389140,-9.19748810,537,10151
121_4_DESC_shp,38.72512660,-9.15119170,551,12825
103_3_ASC_shp,38.70268530,-9.20244260,77,1347
118_0_ASC_shp,38.74187960,-9.16866340,690,14112
103_3_DESC_shp,38.71061210,-9.20379110,77,1253
106_3_ASC_shp,38.74582060,-9.19793950,270,9018
117_0_DESC_shp,38.72670730,-9.14907080,284,5506
117_0_ASC_shp,38.72894920,-9.14783720,284,6440
100_3_ASC_shp,38.79458940,-9.10250400,277,4852
171_4_DESC_shp,38.70471480,-9.17775690,17,343
61_1_DESC_shp,38.71747910,-9.15059290,678,11937
62_0_ASC_shp,38.70715510,-9.16748970,213,3994
178_3_DESC_shp,38.72468440,-9.19365880,402,8373
178_3_ASC_shp,38.75442290,-9.19788150,402,9249
62_0_DESC_shp,38.73787100,-9.14084160,204,3622
106_0_DESC_shp,38.74869870,-9.18829710,499,9772
209_0_CIRC_shp,38.77403740,-9.11683200,260,4514
106_0_ASC_shp,38.72806250,-9.20925330,499,14892
172_0_ASC_shp,38.75292970,-9.15914850,541,10174
120_0_DESC_shp,38.74248850,-9.21189730,178,3251
172_0_DESC_shp,38.70718880,-9.14149230,541,11169
120_0_ASC_shp,38.73992360,-9.21430470,178,4135
170_4_ASC_shp,38.77421190,-9.15969910,98,1738
170_4_DESC_shp,38.78716840,-9.14969510,98,1999
116_3_DESC_shp,38.72798750,-9.14861660,421,8786
66_0_ASC_shp,38.75424810,-9.09745620,414,8028
208_0_ASC_shp,38.77507430,-9.09679570,138,2860
208_0_DESC_shp,38.76837970,-9.10441800,138,2332
220_0_CIRC_shp,38.70694060,-9.17442860,195,5005
171_3_DESC_shp,38.71323700,-9.20330980,87,1865
171_3_ASC_shp,38.71677740,-9.13633950,87,1682
100_3_ASC_shp,38.78612050,-9.09660700,161,2668
61_0_ASC_shp,38.71073070,-9.14297450,43,575
172_0_ASC_shp,38.73043980,-9.12786400,277,4914
172_0_DESC_shp,38.72719340,-9.12831620,277,5793
158_0_CIRC_shp,38.71586590,-9.14425010,107,2024
101_0_DESC_shp,38.74284410,-9.20486070,236,3786
101_0_ASC_shp,38.72281070,-9.17397240,236,5014
150_0_ASC_shp,38.75364960,-9.20885750,545,9707
150_0_DESC_shp,38.70667260,-9.14365740,545,9566
176_0_ASC_shp,38.77791160,-9.11780090,177,3280
176_0_DESC_shp,38.76994060,-9.12558580,177,4258
147_0_DESC_shp,38.71970410,-9.15567580,327,6597
147_0_ASC_shp,38.73339960,-9.13323310,327,6521
79_0_DESC_shp,38.70712140,-9.14178460,221,3823
178_1_DESC_shp,38.71649030,-9.18368780,530,10570
178_1_ASC_shp,38.76512290,-9.19823490,530,11477
224_0_CIRC_shp,38.72697770,-9.12413910,69,1660
103_1_ASC_shp,38.70362910,-9.17927660,270,5156
103_1_DESC_shp,38.69802890,-9.19053590,270,5077
148_0_ASC_shp,38.71500710,-9.17002350,227,4754
174_0_ASC_shp,38.79205650,-9.15306910,196,4361
144_0_DESC_shp,38.71003810,-9.13514840,685,14559
174_0_DESC_shp,38.76525800,-9.15725570,196,4386
144_0_ASC_shp,38.77372650,-9.09748180,685,14438
150_0_ASC_shp,38.72148410,-9.16204520,172,2934
150_0_DESC_shp,38.74202270,-9.17100030,172,3698
189_2_DESC_shp,38.72140190,-9.12953840,163,2696
189_2_ASC_shp,38.72746480,-9.13798930,163,3461
248_0_ASC_shp,38.72610310,-9.19363910,242,5416
248_0_DESC_shp,38.72170580,-9.18619950,242,4890
107_0_DESC_shp,38.74530560,-9.14749380,742,15146
107_0_ASC_shp,38.70900150,-9.21394290,742,15652
100_0_DESC_shp,38.73752620,-9.13388210,590,13280
195_0_DESC_shp,38.74866480,-9.11854210,429,10922
100_0_ASC_shp,38.79038920,-9.09956650,590,14002
195_0_ASC_shp,38.74708450,-9.15663970,429,9450
189_0_DESC_shp,38.72492770,-9.15658240,188,3980
189_0_ASC_shp,38.72859400,-9.14416440,188,4049
195_5_ASC_shp,38.74960300,-9.10916190,135,2626
64_0_ASC_shp,38.70583000,-9.14321620,5,32
195_5_DESC_shp,38.74937230,-9.10919890,135,4551
109_3_ASC_shp,38.69969210,-9.21278510,219,4315
123_0_DESC_shp,38.74889150,-9.14807410,458,9237
109_3_DESC_shp,38.69845130,-9.22745970,219,2821
123_0_ASC_shp,38.72298850,-9.16650780,458,9349
103_1_ASC_shp,38.69724500,-9.20140830,364,7314
103_1_DESC_shp,38.70614180,-9.17320290,364,7059
122_0_DESC_shp,38.73411460,-9.15416000,461,9898
247_0_CIRC_shp,38.73747700,-9.13469540,10,358
150_0_ASC_shp,38.73418430,-9.16441690,266,4632
122_0_ASC_shp,38.72297480,-9.17485780,461,9939
150_0_DESC_shp,38.73677150,-9.16781730,266,4594
248_0_ASC_shp,38.71365250,-9.20110810,372,7243
248_0_DESC_shp,38.72771370,-9.16158030,372,8443
100_0_DESC_shp,38.77780600,-9.09499470,181,3735
100_1_ASC_shp,38.78969790,-9.09970210,507,11661
171_1_DESC_shp,38.70451440,-9.17817670,198,3846
100_0_ASC_shp,38.76238100,-9.12953200,181,5486
100_1_DESC_shp,38.75453330,-9.13046860,507,11311
171_1_ASC_shp,38.70715390,-9.14158100,198,3230
232_0_ASC_shp,38.77637600,-9.16275700,224,5416
232_0_DESC_shp,38.77772940,-9.14745580,224,4323
211_0_CIRC_shp,38.74719560,-9.11793270,220,4328
204_1_DESC_shp,38.78107270,-9.11117880,543,20117
204_1_ASC_shp,38.77524870,-9.10098060,543,11376
204_0_ASC_shp,38.74546620,-9.10069810,603,14470
204_0_DESC_shp,38.70638900,-9.15089540,603,13648
62_0_DESC_shp,38.72391760,-9.16554120,351,6619
104_5_DESC_shp,38.75073020,-9.19110630,668,13204
208_0_ASC_shp,38.75405640,-9.09722390,442,8888
208_0_DESC_shp,38.78863400,-9.09982440,442,8024
103_4_ASC_shp,38.72607410,-9.14994410,205,4317
178_0_ASC_shp,38.73576020,-9.20347480,229,5086
178_0_DESC_shp,38.74494880,-9.19872510,229,4036
76_0_ASC_shp,38.70061620,-9.18250580,284,5169
60_0_ASC_shp,38.70159910,-9.20662510,308,6422
170_4_ASC_shp,38.77448550,-9.14953470,139,2646
109_4_DESC_shp,38.72755410,-9.17167900,219,5579
170_4_DESC_shp,38.78569070,-9.14260710,139,2911
191_0_CIRC_shp,38.73190900,-9.17644300,77,2123
109_4_ASC_shp,38.69997710,-9.18387860,219,4566
204_1_DESC_shp,38.70682180,-9.14160000,475,10632
204_1_ASC_shp,38.76745160,-9.10256810,475,10063
198_0_DESC_shp,38.72677620,-9.14568200,46,675
198_0_ASC_shp,38.73346050,-9.11985390,46,501
103_4_ASC_shp,38.70684990,-9.20249450,632,13030
121_0_DESC_shp,38.71390920,-9.19637680,297,6482
121_0_ASC_shp,38.71969230,-9.19803640,297,6542
278_0_CIRC_shp,38.75270000,-9.20633370,378,8343
169_0_ASC_shp,38.71487200,-9.22880410,290,9332
169_0_DESC_shp,38.72365830,-9.17786940,290,7169
103_4_ASC_shp,38.69781940,-9.19175330,526,10807
189_0_DESC_shp,38.71972030,-9.11789620,433,8781
165_0_ASC_shp,38.74606050,-9.20436190,521,12071
189_0_ASC_shp,38.70645510,-9.17348370,433,8958
165_0_DESC_shp,38.78755330,-9.14504130,521,11911
201_0_ASC_shp,38.74363480,-9.14474420,2,11
201_0_DESC_shp,38.73804600,-9.21295560,2,14
61_1_DESC_shp,38.72052580,-9.15559520,646,11324
250_0_CIRC_shp,38.71928610,-9.16404020,50,1291
203_3_DESC_shp,38.70865150,-9.13348960,675,13498
189_0_DESC_shp,38.72643360,-9.13599760,321,6166
189_0_ASC_shp,38.72327620,-9.16621860,321,6691
279_0_CIRC_shp,38.75222390,-9.20593740,131,2376
103_0_DESC_shp,38.70762850,-9.15402000,397,7832
103_0_ASC_shp,38.70496280,-9.17020760,397,8237
108_3_ASC_shp,38.73796390,-9.16026560,562,18919
108_3_DESC_shp,38.70871030,-9.13522760,562,10506
61_0_ASC_shp,38.72046870,-9.15711900,149,2441
62_0_DESC_shp,38.72524500,-9.11321390,9,127
100_0_DESC_shp,38.76562710,-9.10982700,328,6571
77_0_DESC_shp,38.71045950,-9.14311370,11,70
100_0_ASC_shp,38.76425980,-9.10949230,328,9040
191_0_CIRC_shp,38.73928450,-9.17765000,360,8159
143_0_DESC_shp,38.70444260,-9.16808220,114,2235
143_0_ASC_shp,38.73861240,-9.13373660,114,1958
121_0_DESC_shp,38.72717670,-9.14623570,612,13428
121_0_ASC_shp,38.69503260,-9.21596060,612,13644
178_3_DESC_shp,38.76177330,-9.19701450,33,566
178_3_ASC_shp,38.70830580,-9.17968950,33,795
102_0_DESC_shp,38.72818260,-9.20928600,155,2584
102_0_ASC_shp,38.70629060,-9.17349510,155,2981
107_2_DESC_shp,38.70808630,-9.13778920,474,9856
197_0_DESC_shp,38.77470660,-9.10476420,180,3937
107_2_ASC_shp,38.70382180,-9.20647890,474,9864
197_0_ASC_shp,38.78179820,-9.12054940,180,3528
152_0_ASC_shp,38.70809140,-9.13774290,70,618
152_0_DESC_shp,38.76878010,-9.09797240,70,1455
61_0_DESC_shp,38.74082870,-9.16968270,520,9913
224_0_CIRC_shp,38.72598180,-9.12262520,53,1203
173_0_ASC_shp,38.70997450,-9.13565380,19,544
173_0_DESC_shp,38.71153820,-9.13094410,19,305
121_0_DESC_shp,38.71189840,-9.21420130,106,3367
121_0_ASC_shp,38.72525600,-9.15270820,106,1827
102_4_ASC_shp,38.70634830,-9.14877170,49,675
111_2_DESC_shp,38.75832540,-9.17992400,377,8526
111_2_ASC_shp,38.77332880,-9.18300420,377,9174
64_0_DESC_shp,38.77849610,-9.14898410,716,24132
177_0_ASC_shp,38.76794080,-9.18050150,211,4748
177_0_DESC_shp,38.76203340,-9.16686660,211,5080
253_0_CIRC_shp,38.70798210,-9.15860080,216,4912
199_3_ASC_shp,38.71467760,-9.13629310,145,1701
199_3_DESC_shp,38.76471320,-9.15713530,145,2950
204_3_ASC_shp,38.70640920,-9.15502900,155,4602
111_2_DESC_shp,38.76513950,-9.19873390,261,6188
111_2_ASC_shp,38.75974500,-9.19090990,261,6078
224_0_CIRC_shp,38.73751920,-9.12753050,175,4107
109_0_ASC_shp,38.71497110,-9.22935930,670,11354
107_2_DESC_shp,38.70307180,-9.19400200,210,3974
107_2_ASC_shp,38.70628340,-9.14503600,210,3201
136_1_ASC_shp,38.75126180,-9.14292180,451,8269
103_5_ASC_shp,38.73546340,-9.14532940,51,1362
112_0_DESC_shp,38.75250110,-9.20930570,122,1905
112_0_ASC_shp,38.73874050,-9.13683120,122,2294
203_2_ASC_shp,38.77794450,-9.11820640,429,8716
212_0_ASC_shp,38.78807820,-9.14536530,147,2931
203_2_DESC_shp,38.73820550,-9.14601070,429,9164
111_2_DESC_shp,38.75074780,-9.15846900,616,13650
199_1_ASC_shp,38.73823010,-9.14584870,294,5063
212_0_DESC_shp,38.78033610,-9.15975100,147,2258
199_1_DESC_shp,38.76203780,-9.15745760,294,4924
164_0_ASC_shp,38.73668470,-9.14935010,78,1795
164_0_DESC_shp,38.74715600,-9.18919560,78,1598
221_0_CIRC_shp,38.70169700,-9.20255360,533,11482
116_4_DESC_shp,38.75671890,-9.17771180,193,4135
116_4_ASC_shp,38.75867810,-9.18046340,193,4094
108_0_DESC_shp,38.74151970,-9.17050940,238,4770
167_0_ASC_shp,38.66613970,-9.16631130,392,10682
204_3_ASC_shp,38.69721790,-9.20193370,8,150
108_0_ASC_shp,38.74723810,-9.18850180,238,4815
171_3_DESC_shp,38.70494110,-9.19596650,226,4510
171_3_ASC_shp,38.70624560,-9.14318750,226,3431
61_0_DESC_shp,38.71994000,-9.15540890,752,13528
143_1_ASC_shp,38.73171650,-9.14107510,195,3539
143_1_DESC_shp,38.71986790,-9.15527670,195,3921
100_3_ASC_shp,38.76848790,-9.09757290,10,117
65_0_ASC_shp,38.75600910,-9.11930250,526,10131
65_0_DESC_shp,38.75031170,-9.12383610,559,11029
108_0_DESC_shp,38.73804690,-9.15944110,324,5943
104_0_DESC_shp,38.69872040,-9.22695310,26,150
190_0_DESC_shp,38.75674260,-9.14566650,443,9405
108_0_ASC_shp,38.75336930,-9.20857540,324,6841
104_0_ASC_shp,38.77185830,-9.19184040,26,548
190_0_ASC_shp,38.77551510,-9.11033830,443,10537
101_0_DESC_shp,38.74990610,-9.20824050,151,2562
101_0_ASC_shp,38.72574280,-9.15026750,151,2890
176_0_ASC_shp,38.77609640,-9.12649120,298,5479
176_0_DESC_shp,38.78003030,-9.12041390,298,6583
147_0_DESC_shp,38.72771590,-9.14350940,246,5143
147_0_ASC_shp,38.72771590,-9.14350940,246,4895
147_1_ASC_shp,38.73097100,-9.12792970,65,1566
123_0_DESC_shp,38.74221510,-9.16690180,222,3900
147_1_DESC_shp,38.72041200,-9.11785200,65,1386
190_1_ASC_shp,38.74087000,-9.16963280,23,259
123_0_ASC_shp,38.75397510,-9.17496180,222,5077
190_1_DESC_shp,38.75255130,-9.16773780,23,527
245_0_CIRC_shp,38.71488270,-9.14917920,147,3044
177_0_ASC_shp,38.76033590,-9.15656260,38,662
177_0_DESC_shp,38.77046810,-9.19417070,38,1173
103_1_ASC_shp,38.71069180,-9.21084930,490,9977
106_3_ASC_shp,38.75519500,-9.15044990,110,3593
103_1_DESC_shp,38.71099200,-9.15357620,490,9840
171_1_DESC_shp,38.70729490,-9.14104410,366,7265
171_1_ASC_shp,38.70597320,-9.17901720,366,6792
163_1_DESC_shp,38.73043980,-9.12786400,158,2992
163_1_ASC_shp,38.72097460,-9.13015170,158,3218
114_0_DESC_shp,38.72402430,-9.11528560,661,13775
114_0_ASC_shp,38.70376570,-9.19442070,661,13023
62_0_ASC_shp,38.72327870,-9.11540990,633,12601
62_0_DESC_shp,38.70499310,-9.18770060,624,12216
209_0_CIRC_shp,38.76040650,-9.11029080,100,1719
104_0_DESC_shp,38.70769580,-9.19902020,213,3928
104_0_ASC_shp,38.75070340,-9.19862240,213,4929
101_0_DESC_shp,38.71421310,-9.17973750,527,10096
101_0_ASC_shp,38.74592040,-9.20427690,527,11373
79_0_ASC_shp,38.70878760,-9.14893040,131,1939
150_0_ASC_shp,38.74348900,-9.17531700,387,6401
143_1_ASC_shp,38.69993930,-9.18374640,510,9636
150_0_DESC_shp,38.72117980,-9.16227420,387,6749
79_0_DESC_shp,38.70683580,-9.15801950,126,2231
65_0_ASC_shp,38.77096580,-9.12173200,754,15071
111_0_DESC_shp,38.76071080,-9.19622270,124,2496
111_0_ASC_shp,38.74284600,-9.17348270,124,2442
118_0_DESC_shp,38.74786470,-9.10781980,558,11710
118_0_ASC_shp,38.75517520,-9.15051060,558,11008
77_0_ASC_shp,38.71268100,-9.13063260,64,849
104_0_DESC_shp,38.75578670,-9.19387770,705,14128
104_0_ASC_shp,38.69784240,-9.19941160,705,14223
211_0_CIRC_shp,38.75662230,-9.12727450,143,2683
226_0_CIRC_shp,38.74538780,-9.11669500,109,1995
201_0_ASC_shp,38.73475040,-9.22022790,472,10060
201_0_DESC_shp,38.74178580,-9.17077840,472,9144
163_0_ASC_shp,38.72858680,-9.13096310,102,2153
163_0_DESC_shp,38.73266960,-9.13042090,102,2119
147_1_ASC_shp,38.72471730,-9.12216940,106,2448
147_1_DESC_shp,38.72851080,-9.12461370,106,2499
104_1_ASC_shp,38.69738340,-9.19990400,153,2580
102_4_ASC_shp,38.70667910,-9.15580360,73,1328
77_0_ASC_shp,38.70901270,-9.14194400,202,2319
163_1_DESC_shp,38.71691080,-9.12967750,39,821
62_0_ASC_shp,38.72956710,-9.15838610,398,7944
77_0_DESC_shp,38.71493230,-9.12873680,235,2295
163_1_ASC_shp,38.73327770,-9.13277170,39,930
62_0_ASC_shp,38.73223910,-9.15497230,421,8367
62_0_DESC_shp,38.71414120,-9.16165550,456,8716
103_3_ASC_shp,38.70573230,-9.20235900,88,1686
118_0_DESC_shp,38.74086170,-9.16960830,19,159
103_3_DESC_shp,38.70906140,-9.20315080,88,1434
118_0_ASC_shp,38.74508790,-9.10348570,19,481
116_0_DESC_shp,38.76039260,-9.19412050,75,1286
116_0_ASC_shp,38.73081610,-9.13693440,75,1711
75_0_ASC_shp,38.72144020,-9.13537490,21,680
201_0_ASC_shp,38.74444980,-9.19649260,315,6844
201_0_DESC_shp,38.74518060,-9.20273160,315,5261
108_3_ASC_shp,38.75069660,-9.19930850,195,3540
108_3_DESC_shp,38.74437330,-9.17872190,195,3973
171_0_ASC_shp,38.70493460,-9.18745160,391,7610
171_0_DESC_shp,38.70365130,-9.16276740,391,7898
165_0_ASC_shp,38.78574540,-9.14257910,559,19907
103_1_ASC_shp,38.71245510,-9.21352630,538,10883
103_1_DESC_shp,38.71843270,-9.15557190,538,10740
199_0_DESC_shp,38.76770350,-9.15825350,252,4246
199_0_ASC_shp,38.75857500,-9.15408850,252,5573
164_0_ASC_shp,38.73726730,-9.14544950,62,1450
164_0_DESC_shp,38.74833160,-9.19257860,62,1275
279_0_CIRC_shp,38.74844760,-9.19270070,450,9181
103_5_ASC_shp,38.72128020,-9.15244150,167,3171
208_0_ASC_shp,38.76160760,-9.09706030,382,7846
208_0_DESC_shp,38.78240270,-9.09497990,382,6870
65_0_ASC_shp,38.76319250,-9.12911840,663,13585
192_0_DESC_shp,38.72214100,-9.16048260,132,2516
192_0_ASC_shp,38.72034030,-9.15392910,132,2727
251_0_CIRC_shp,38.73689460,-9.12963080,89,2511
65_0_DESC_shp,38.74220800,-9.13190630,694,13786
179_0_DESC_shp,38.76244330,-9.15741560,325,7705
172_1_DESC_shp,38.70789850,-9.13857310,348,7583
199_3_ASC_shp,38.73662980,-9.13385330,225,4167
172_1_ASC_shp,38.73673700,-9.13210720,348,6247
199_3_DESC_shp,38.75471670,-9.15191560,225,4322
279_0_CIRC_shp,38.74015040,-9.20098670,340,6186
147_3_ASC_shp,38.70768390,-9.13957520,70,722
191_0_CIRC_shp,38.74382810,-9.18168360,285,6335
66_0_ASC_shp,38.75995570,-9.11162120,458,9508
213_0_ASC_shp,38.72135650,-9.15632410,113,1931
213_0_DESC_shp,38.71538020,-9.14479040,113,2107
146_0_DESC_shp,38.72502660,-9.15057350,241,4515
146_0_ASC_shp,38.73080100,-9.17321260,241,4369
282_0_ASC_shp,38.76513950,-9.19873390,273,6188
282_0_DESC_shp,38.77908730,-9.16686110,273,6666
145_0_DESC_shp,38.74151510,-9.12935400,55,1136
145_0_ASC_shp,38.73436420,-9.11294990,55,1258
170_0_ASC_shp,38.78752710,-9.14835790,529,12291
170_0_DESC_shp,38.74518790,-9.13147260,529,12714
189_0_DESC_shp,38.70614690,-9.17395660,5,328
189_0_ASC_shp,38.71329080,-9.12292910,5,123
62_0_DESC_shp,38.70440360,-9.17835850,563,11024
79_0_ASC_shp,38.71398460,-9.16141870,272,4310
171_0_ASC_shp,38.70703170,-9.14166900,202,3246
171_0_DESC_shp,38.70641380,-9.19912120,202,4021
79_0_DESC_shp,38.70821110,-9.13672520,265,4283
102_0_DESC_shp,38.70399750,-9.17894320,644,11608
102_0_ASC_shp,38.72729410,-9.21221100,644,12334
136_0_DESC_shp,38.71993580,-9.12343630,709,14203
136_0_ASC_shp,38.77662290,-9.16289410,709,14035
221_0_CIRC_shp,38.69691110,-9.22016880,60,1261
112_0_DESC_shp,38.75195540,-9.19729570,245,3864
194_3_ASC_shp,38.78747510,-9.14495100,374,9834
112_0_ASC_shp,38.75496810,-9.15114510,245,4962
194_3_DESC_shp,38.74760730,-9.14843780,374,9424
143_0_DESC_shp,38.74202390,-9.13322550,434,8385
143_0_ASC_shp,38.70360320,-9.16852610,434,8021
171_1_DESC_shp,38.70494110,-9.19596650,96,1849
203_2_ASC_shp,38.76969120,-9.12590040,346,7078
171_1_ASC_shp,38.71554020,-9.13696640,96,1830
109_4_DESC_shp,38.69718460,-9.20055810,20,272
203_2_DESC_shp,38.75393700,-9.15251560,346,7294
109_4_ASC_shp,38.73129590,-9.16782260,20,125
102_0_DESC_shp,38.70676450,-9.15561180,770,13981
102_0_ASC_shp,38.72260060,-9.22531850,770,14167
75_0_ASC_shp,38.71743580,-9.12993910,98,1981
136_0_DESC_shp,38.75575570,-9.14873200,433,8389
136_0_ASC_shp,38.74916250,-9.14173490,433,8014
116_0_DESC_shp,38.75671890,-9.17771180,145,2925
116_0_ASC_shp,38.73708390,-9.14668510,145,3190
247_0_CIRC_shp,38.73213210,-9.14095960,54,1414
193_2_DESC_shp,38.70078180,-9.22774330,285,3309
194_3_ASC_shp,38.77746990,-9.14691070,268,6664
194_3_DESC_shp,38.76187780,-9.15362590,268,7419
191_0_CIRC_shp,38.73527890,-9.17181380,134,3256
60_0_DESC_shp,38.70407030,-9.16083080,533,9502
143_0_DESC_shp,38.73163930,-9.14430170,328,6269
143_0_ASC_shp,38.71990280,-9.15569840,328,5739
102_0_DESC_shp,38.71254860,-9.21460860,361,6182
171_2_ASC_shp,38.70788030,-9.13864710,31,353
102_0_ASC_shp,38.70367250,-9.20692710,361,7059
171_2_DESC_shp,38.70458330,-9.17630050,31,493
167_4_DESC_shp,38.66940320,-9.17247480,41,999
62_0_ASC_shp,38.72577600,-9.16263760,362,7304
103_4_ASC_shp,38.70202440,-9.18091910,488,9726
195_0_DESC_shp,38.74800750,-9.15733020,236,5973
195_0_ASC_shp,38.74863110,-9.11924780,236,4787
165_0_ASC_shp,38.74719450,-9.19781450,485,11214
170_0_ASC_shp,38.75496810,-9.15114510,195,4610
165_0_DESC_shp,38.78477370,-9.14957570,485,11181
170_0_DESC_shp,38.77871970,-9.14945570,195,4675
62_0_DESC_shp,38.71698970,-9.16955700,395,7546
106_0_DESC_shp,38.71772640,-9.21916270,269,3285
221_0_CIRC_shp,38.70899620,-9.21432970,455,9559
106_0_ASC_shp,38.75882200,-9.15941890,269,7514
123_0_DESC_shp,38.71918900,-9.16962000,40,668
123_0_ASC_shp,38.75393980,-9.15251770,40,870
66_0_ASC_shp,38.76856270,-9.10126070,567,11495
66_0_DESC_shp,38.74246470,-9.10238120,598,12291
152_0_ASC_shp,38.77513560,-9.10131680,399,11044
109_0_DESC_shp,38.70899750,-9.17366360,510,8805
114_0_DESC_shp,38.70707610,-9.17294630,294,5950
152_0_DESC_shp,38.70713470,-9.14160970,399,11327
109_0_ASC_shp,38.70146440,-9.22749010,510,9316
114_0_ASC_shp,38.73746050,-9.14412790,294,5287
66_0_DESC_shp,38.73510090,-9.10459420,623,13203
203_3_DESC_shp,38.78273200,-9.12480420,77,1289
203_3_ASC_shp,38.71423800,-9.13921590,77,1198
102_4_ASC_shp,38.71228510,-9.21374430,444,8813
199_3_DESC_shp,38.74416120,-9.13921770,319,6392
279_0_CIRC_shp,38.75561450,-9.20471610,98,1888
196_0_DESC_shp,38.78104300,-9.11115070,66,1172
136_0_DESC_shp,38.78826720,-9.17670500,60,704
101_0_DESC_shp,38.74783880,-9.21527220,57,874
196_0_ASC_shp,38.72982380,-9.14718550,66,1845
136_0_ASC_shp,38.70782850,-9.13896520,60,481
101_0_ASC_shp,38.71346180,-9.13705170,57,903
109_4_ASC_shp,38.69789970,-9.20426010,315,6440
174_0_ASC_shp,38.77223600,-9.16079830,69,1314
111_0_DESC_shp,38.75254280,-9.15938780,450,9398
174_0_DESC_shp,38.78808160,-9.15858650,69,1514
171_4_DESC_shp,38.70717130,-9.14154600,171,3673
60_0_ASC_shp,38.69747990,-9.20417630,265,5895
75_0_DESC_shp,38.72145500,-9.13006670,300,3066
178_3_DESC_shp,38.72734600,-9.20287440,356,7340
178_3_ASC_shp,38.74977940,-9.19754760,356,8473
221_0_CIRC_shp,38.71842070,-9.20873020,376,7805
194_0_DESC_shp,38.77309240,-9.15313180,189,5174
194_0_ASC_shp,38.77944610,-9.15116580,189,4921
212_0_ASC_shp,38.77987930,-9.15982820,317,6951
203_0_ASC_shp,38.78099040,-9.11919780,479,10005
212_0_DESC_shp,38.78982460,-9.14523880,317,6250
203_0_DESC_shp,38.73253410,-9.14564600,479,9815
103_2_DESC_shp,38.70541390,-9.17106150,323,6225
103_2_ASC_shp,38.70593160,-9.17260050,323,6675
64_0_ASC_shp,38.77400820,-9.15635750,537,9862
122_0_DESC_shp,38.71866880,-9.17497000,94,2012
64_0_DESC_shp,38.79566360,-9.14983970,528,19461
122_0_ASC_shp,38.73384330,-9.15450810,94,1890
144_0_DESC_shp,38.72846370,-9.10943080,539,10884
144_0_ASC_shp,38.77250620,-9.11782700,539,11232
250_0_CIRC_shp,38.71477660,-9.16935460,14,313
115_0_DESC_shp,38.75660180,-9.11319880,149,3534
115_0_ASC_shp,38.74630640,-9.11933100,149,3214
172_0_ASC_shp,38.75668320,-9.14585270,484,8924
104_6_ASC_shp,38.69503260,-9.21596060,224,4028
172_0_DESC_shp,38.70873570,-9.13356580,484,10452
121_4_DESC_shp,38.69685780,-9.22159100,38,701
144_0_DESC_shp,38.71373650,-9.12244330,623,13022
144_0_ASC_shp,38.77163990,-9.10759450,623,13196
203_0_ASC_shp,38.72599190,-9.14957710,56,1294
203_0_DESC_shp,38.78719470,-9.12382240,56,781
178_3_DESC_shp,38.76024890,-9.20133660,77,1158
178_3_ASC_shp,38.71423730,-9.18190090,77,1589
107_0_DESC_shp,38.70467020,-9.17687070,296,6282
107_0_ASC_shp,38.71373040,-9.13967340,296,6291
65_0_DESC_shp,38.76854190,-9.09883000,8,134
61_0_ASC_shp,38.74791300,-9.20732480,573,10270
152_0_ASC_shp,38.70705630,-9.14166640,34,254
78_0_ASC_shp,38.70451440,-9.17817670,106,2976
152_0_DESC_shp,38.77493930,-9.09956850,34,585
61_0_DESC_shp,38.73889730,-9.16839730,564,10338
78_0_DESC_shp,38.70573350,-9.18481220,139,2443
114_0_DESC_shp,38.72994770,-9.15786190,435,9263
114_0_ASC_shp,38.72041740,-9.16881660,435,8469
64_0_ASC_shp,38.78831510,-9.15049060,725,14838
245_0_CIRC_shp,38.71623430,-9.14473930,201,4179
107_0_DESC_shp,38.70473000,-9.19866160,182,3375
107_0_ASC_shp,38.72560790,-9.14849790,182,4275
62_0_DESC_shp,38.72452410,-9.11637640,49,732
168_2_ASC_shp,38.74959010,-9.19123290,17,403
168_2_DESC_shp,38.74646610,-9.22243430,17,420
148_0_DESC_shp,38.72019820,-9.15406820,111,1977
148_0_ASC_shp,38.72164810,-9.15146880,111,2485
136_0_ASC_shp,38.78711510,-9.18011020,1001,18932
189_2_DESC_shp,38.71941870,-9.11640490,255,4634
178_1_DESC_shp,38.76060730,-9.19794510,62,845
178_1_ASC_shp,38.71613890,-9.18351620,62,1260
103_5_ASC_shp,38.72854390,-9.14808370,95,2194
178_1_DESC_shp,38.75706540,-9.20490980,110,1824
178_1_ASC_shp,38.72444090,-9.19312260,110,2697
238_0_CIRC_shp,38.71861970,-9.17222760,148,4050
117_0_DESC_shp,38.72475500,-9.14920720,263,5252
117_0_ASC_shp,38.73349940,-9.14505320,263,5880
196_0_DESC_shp,38.77407310,-9.11777250,155,2965
196_0_ASC_shp,38.73953580,-9.13702400,155,3653
189_2_DESC_shp,38.72608200,-9.14766690,63,561
189_2_ASC_shp,38.71823250,-9.12775360,63,1601
